-1,-16,-7,-5,2,7,1,-3,0,-2,8,0,0,3,-3,-8,0,0,-2,0,1,19,0,2,3,0,-3,-2,-1,-2,2,0,-7,-4,0,0,-2,-1,2,3,3,-6,3,1,-3,2,4,1,1
0,-1,1,0,-3,3,0,0,0,-2,0,-1,-5,2,1,-1,-3,-2,2,0,2,1,0,2,0,-2,-2,2,1,0,4,1,-1,-3,0,0,0,-1,-1,-1,0,-1,-3,3,-4,-3,-2,-1,0
0,-4,2,0,-1,0,0,-1,2,0,0,4,1,-1,0,0,-6,-5,0,-10,-6,1,1,2,2,-8,-2,3,0,0,0,2,-3,0,-1,0,-1,-1,1,1,0,0,4,1,-1,3,-1,-1,1
0,2,9,0,0,7,-15,3,2,0,1,-3,0,9,3,13,0,-2,0,4,1,-8,9,-2,8,7,10,3,2,-6,2,5,0,0,-3,-2,2,0,-3,-4,-5,7,3,9,4,-1,4,1,0
-1,-1,2,-1,-1,1,3,4,-3,0,2,-5,-4,0,2,0,1,-3,0,6,0,-2,14,6,10,1,3,-7,5,-1,3,0,-2,3,-3,3,-2,-9,-5,3,2,-5,-5,1,1,7,1,0,0
-1,1,0,0,-2,1,-1,6,5,1,-3,-4,-4,-3,1,-3,6,3,0,-1,-2,4,1,1,6,3,-1,-5,0,-5,-1,7,2,0,0,0,-1,2,0,0,0,1,0,-2,0,0,2,-2,1
-8,-9,0,7,9,-8,9,4,-1,0,0,3,-3,0,0,-4,0,14,-37,-7,10,13,-11,5,-19,-52,-83,26,-9,3,13,21,-6,-30,10,0,15,0,-19,0,4,6,0,0,10,21,10,-13,0
11,4,-7,-3,-10,-8,-12,13,0,2,-20,3,-6,-10,10,0,8,10,-8,3,2,4,-4,10,5,-5,-15,-7,2,7,-5,-21,-2,4,-2,15,5,1,-4,2,0,6,0,-9,-5,12,13,-2,1
1,6,5,3,8,8,5,3,-2,-3,0,2,11,2,6,-2,1,0,2,4,6,10,-10,4,0,4,2,-6,7,3,-1,-9,-6,6,6,0,3,4,11,8,2,0,1,0,13,20,-9,8,1
6,12,-5,1,-4,0,-3,-4,3,-5,2,4,5,-4,0,11,11,7,-4,2,-2,0,5,13,-3,-3,1,-10,5,-1,-10,-5,8,6,-5,5,-2,0,1,-6,-1,0,4,4,7,2,-5,2,0
2,-4,-2,-7,3,3,3,4,2,6,5,-1,7,9,3,2,-16,1,-1,6,1,0,-4,4,2,-12,3,3,7,0,8,9,2,9,-18,8,5,0,-1,4,-15,-15,5,5,0,7,0,8,1
0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1,1,0,1,0,0,2,2,1,2,1,-1,-4,3,-1,0,0,0,4,3,-2,2,-3,0,2,0,0,0,0,-1,0,0,0,0,1
-3,2,5,2,-2,-2,0,-1,4,1,-3,0,1,0,-6,0,0,0,-5,-4,-7,3,3,0,-1,5,0,1,0,-2,0,1,2,1,0,0,0,-1,-1,-2,-2,3,0,1,0,1,1,0,1
0,-11,-2,1,7,1,-4,-6,-5,10,3,-2,2,-1,1,5,0,-6,-7,3,3,5,-4,-1,-1,-1,3,0,0,-15,-18,-6,-5,-7,13,-8,2,-1,-11,-1,-9,9,12,-5,0,-5,-6,0,0
4,-9,2,1,1,-5,-10,-3,-8,-2,14,5,1,0,-3,-1,6,7,-6,-1,-1,1,1,4,4,3,-1,-5,-9,1,-9,0,-3,-5,-9,-3,2,-11,-7,5,13,4,-4,5,2,-15,-9,2,1
-2,-3,3,-2,-1,1,3,2,6,0,-3,1,0,2,8,-1,2,-1,-4,0,0,-1,5,-4,1,-1,-6,1,5,0,4,22,1,3,-2,0,0,0,4,13,22,-1,-6,4,-7,4,1,0,0
3,4,3,-12,0,5,-6,2,3,0,5,7,8,6,0,-3,1,8,-8,-5,2,-8,-8,-1,9,6,-1,4,0,-2,-8,7,3,-1,2,0,-8,-2,5,-6,0,-7,3,5,1,-1,-1,-2,0
-1,0,-2,-8,0,7,15,-13,12,1,4,10,20,-2,-10,-4,9,-9,10,10,5,0,-2,-5,5,8,0,8,1,5,-2,-3,-3,-3,5,-7,-4,12,-7,-3,-7,-1,-1,-5,-1,0,1,4,1
4,3,2,-1,0,3,0,5,4,-4,4,1,6,5,-1,5,-8,-9,3,2,-3,6,5,-1,-1,-5,-8,-4,1,1,0,-4,-6,4,-2,-6,-21,-1,-2,9,0,5,1,4,-1,-1,-5,2,0
8,8,10,13,1,9,6,2,1,-8,-9,19,18,5,-12,2,1,5,3,5,9,11,-11,11,4,7,-8,6,3,1,-15,-6,-20,-54,-44,-10,38,15,-7,-36,21,0,24,-1,-1,-24,-43,-13,0
12,4,0,-2,-3,0,2,-3,11,1,1,0,0,-9,0,-1,3,3,-6,-12,0,0,-3,0,-5,8,-17,-12,-6,5,0,2,7,1,2,5,-7,2,0,8,0,-1,-4,11,5,0,3,-1,0
1,0,4,5,1,-2,-3,-3,0,0,-5,1,3,3,0,-2,-1,-2,0,-2,0,-1,4,1,0,-6,2,2,-1,3,1,1,0,-1,0,0,1,-1,0,0,3,-1,-2,0,-2,0,0,-1,1
-1,1,0,0,0,-1,-5,0,1,1,1,0,0,0,0,0,2,6,0,-3,-1,3,5,3,3,-2,4,-4,-1,1,4,1,-3,-1,1,1,3,3,-2,-1,2,0,-1,0,12,5,2,0,0
-2,0,3,0,1,0,-2,0,-1,1,1,-4,-22,-1,2,4,-1,2,0,-1,-2,4,1,2,0,-1,-1,-2,-1,-11,1,-5,3,0,-16,-1,6,1,2,5,-4,1,1,0,3,0,-2,-3,0
0,1,-1,0,0,2,0,0,-2,-3,-3,-1,0,0,1,1,2,4,0,0,-5,0,1,0,0,-2,-4,4,3,-1,0,-1,-5,0,2,0,0,1,1,-1,-2,0,-1,0,0,-2,2,1,0
-4,-8,11,0,6,2,1,0,-3,6,3,0,2,4,3,1,5,4,8,-9,0,3,0,8,6,4,-21,2,2,1,5,-1,-2,1,0,9,4,0,-1,-5,0,-24,4,-9,11,6,0,-2,1
-3,3,-10,-11,-6,10,9,-2,-9,9,9,10,-1,0,3,-7,1,-5,0,-2,5,-2,4,3,2,-4,-7,-4,-3,1,2,0,0,0,-11,0,-1,-6,0,17,1,-1,0,-1,3,5,3,-2,0
3,1,0,0,-2,-4,-3,0,2,0,0,4,2,0,-2,1,3,1,0,-1,1,1,0,1,-4,0,3,0,-1,0,0,0,2,5,0,0,0,0,1,0,-1,0,3,5,-1,2,-4,2,1
0,-1,-1,-1,0,0,0,0,-4,0,-2,9,1,0,0,1,6,6,0,1,-1,-1,-2,-7,1,0,0,2,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,2,0,0,1,0,-3,1
3,1,0,0,0,0,-2,0,1,0,0,0,0,1,0,1,2,2,0,-1,3,0,0,0,0,0,0,0,3,0,3,2,1,1,5,-3,-4,0,0,0,2,5,-1,-4,0,2,0,0,1
-2,4,-2,0,0,-1,0,1,0,1,0,1,-3,-3,-1,-1,1,2,-1,0,0,-3,-1,0,0,1,5,1,-1,0,-3,0,-1,0,1,3,0,-1,0,0,1,-2,1,1,6,9,8,-2,1
0,1,0,-1,1,-2,-2,0,7,2,-6,0,-3,-2,0,2,0,-1,-3,3,-28,-27,-7,-7,6,10,-7,3,3,-7,-6,2,-1,-27,-27,-27,26,9,-14,-8,19,7,13,0,-5,-9,14,3,1
0,0,0,0,0,-1,1,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,-1,0,1,1,4,0,1,0,0,0,-3,-2,1,0,-2,0,1,-1,-1,-3,-2,-2,2,0
7,4,8,10,-5,10,14,-4,-10,10,-14,5,4,11,11,2,3,0,5,-14,-20,9,-3,-28,0,-14,6,15,4,-2,10,7,3,5,-13,-7,9,3,-8,-11,10,0,7,10,6,-3,-6,-3,1
-4,1,-5,4,4,1,10,11,5,-6,-5,4,4,-1,1,10,0,12,1,-3,5,2,-13,-6,0,2,-9,1,-4,11,2,6,-3,-1,-4,0,7,0,-2,-4,1,-6,-7,-6,6,3,-4,0,1
0,-4,-1,2,-1,0,1,0,-10,-10,-5,3,0,-11,-3,7,5,-1,-2,3,0,-5,7,2,0,0,4,4,-6,-1,-4,5,0,-1,-1,-2,-6,1,0,6,-3,-3,4,-1,-1,5,0,-3,1
-5,3,3,-3,-4,-1,0,1,1,0,-1,-2,0,0,-4,1,0,-1,-2,1,1,0,-1,-2,0,1,2,1,3,0,-2,1,1,3,0,1,1,1,-1,-2,0,0,-1,4,-2,0,0,1,1
-2,-6,1,-4,-1,4,4,-6,3,0,1,-6,0,3,3,4,3,1,5,3,3,0,-4,4,5,0,-4,1,-7,0,0,4,-3,-3,-1,-3,-9,0,-11,-4,7,0,2,3,-1,3,6,0,1
-3,0,-8,-5,0,5,0,5,1,-2,-2,1,4,4,0,11,5,-2,8,2,4,-2,-2,-5,4,0,0,-7,2,6,2,-2,-2,0,4,17,12,6,0,-2,-3,3,0,13,4,-15,10,-3,0
2,-4,-4,-6,10,5,6,-1,-6,4,-2,5,2,4,0,7,10,-4,-11,1,-1,3,2,3,-1,-2,-2,1,0,-2,3,-1,-2,1,1,2,0,4,2,-5,-1,0,3,2,-1,0,-4,-2,1
10,2,5,3,0,-5,-7,4,4,-4,-4,-3,0,2,2,1,0,0,0,5,0,0,9,8,-2,-3,-5,4,0,-4,-2,-12,6,7,-1,6,6,6,-1,-6,1,2,1,-3,-1,0,0,-1,1
1,0,0,1,16,7,-4,0,5,2,-2,-2,1,-1,-1,1,-2,-1,2,-1,-1,4,0,-1,-1,3,3,-3,19,19,-3,1,7,-3,-7,0,0,4,-2,3,0,4,-3,4,0,-5,-1,-2,0
1,4,0,3,1,8,4,0,-2,2,5,0,-2,3,0,1,-4,-4,-1,3,-6,0,4,0,2,-2,1,1,0,-3,-8,-1,-1,-5,3,1,3,-1,-5,0,-2,5,1,1,2,0,3,0,1
-2,2,0,0,0,0,0,-4,-3,0,0,4,-1,-1,-2,-4,3,0,-1,0,1,0,-2,2,1,4,1,0,1,0,4,0,0,0,0,0,4,0,-5,1,0,0,0,1,-3,3,0,1,1
-1,-6,-4,-6,1,0,4,-7,1,4,2,2,-6,-2,-5,0,0,5,7,7,1,0,3,-1,1,4,4,0,-2,-1,-1,1,1,-4,-6,0,2,-3,1,-1,-4,-1,0,5,5,0,0,-1,0
2,3,0,-4,-2,-10,-10,11,0,-3,-1,9,11,6,8,-6,-2,0,6,7,7,9,5,-11,-4,5,-6,-7,0,10,0,2,8,-3,0,0,14,4,7,-3,-1,2,9,-4,2,-24,0,3,0
7,8,4,3,-7,3,4,3,-11,6,-12,-2,6,-1,-1,0,-5,-7,4,3,4,2,-6,-4,-5,3,-1,0,5,4,0,-3,-2,6,1,-5,0,-5,2,5,7,0,-3,-3,6,-5,-4,5,1
0,1,0,0,-1,0,0,0,3,2,0,0,1,0,1,0,0,0,0,-1,1,1,0,0,1,0,3,0,0,6,0,3,4,0,2,0,0,-1,-4,-2,-6,-5,3,2,3,-1,-4,-2,1
-3,0,0,2,-7,-13,-4,-20,4,-2,5,12,7,-2,0,5,8,2,-2,2,0,-2,0,2,3,0,-1,0,0,8,3,0,0,-6,1,0,0,-3,0,-16,1,1,7,-6,-8,-10,7,0,1
1,0,0,0,0,0,-8,0,0,-1,0,1,2,0,0,0,2,0,0,-1,1,0,1,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,-3,-1,0,0,2,2,0,0,0,-2,0
9,0,0,-4,-5,2,1,1,0,-4,1,0,0,-3,2,0,7,4,-4,0,-2,-3,4,-2,3,0,1,1,2,0,-3,0,3,-1,3,6,2,-3,0,0,1,1,2,0,-8,-4,2,2,0
-3,-5,0,12,7,6,7,-3,-3,-8,3,-2,-8,-4,4,-6,-1,1,-11,-10,0,-4,-4,-12,-11,-6,6,22,-3,-11,19,1,-4,16,1,-5,-11,-3,-6,-12,10,-8,-5,9,8,16,4,-15,1
-1,0,0,1,3,0,1,0,0,1,0,-2,0,0,0,0,0,1,-2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,-1,0,-1,0,1,1,0,-1,1,0,1,0,0,0,1
-7,-3,10,5,0,-4,1,0,5,0,0,-3,-2,-2,-3,5,5,1,-1,8,0,4,-2,0,-7,1,1,7,2,-2,-3,-5,0,1,-2,0,0,0,-2,-3,6,6,0,3,1,0,-1,-2,1
1,0,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,-1,-1,0,0,0,0,0,1,6,9,-5,5,2,-1,0,2,1,1,1,0,0,-5,0,1
-3,-5,-6,1,1,3,-1,-2,6,5,3,0,1,2,-4,0,0,9,1,5,-7,-3,2,3,7,-4,-1,1,-3,-6,-7,0,3,2,0,3,-4,-14,-12,-4,2,0,-19,4,-3,5,0,8,0
7,3,8,0,-12,2,0,7,-2,-1,5,-1,3,6,0,-4,2,3,3,2,6,15,4,-37,-3,16,12,9,-3,-10,2,4,-4,-9,-10,7,-5,-7,4,6,13,4,-3,3,0,-3,-1,-1,1
-1,-1,-7,4,-3,-8,0,3,-3,5,2,0,-1,-1,-5,-18,-10,-2,-2,1,5,9,2,-1,-8,-3,-1,-20,-22,4,-3,0,10,2,-11,0,-15,0,0,17,-10,0,2,6,-3,6,13,3,0
0,0,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,-1,-4,1,0,-4,0,1,0,0,-4,-1,-13,6,4,2,0,3,3,0,-1,0,0,3,1,0,0,2,0,-1,0,-2,-2,1
1,0,6,0,-1,-3,-1,0,1,0,0,-1,2,-2,-1,0,0,0,1,0,-2,-1,-2,2,0,0,0,1,13,11,4,6,5,-2,-4,4,-1,10,1,-4,-3,-6,1,0,7,0,0,-3,1
0,-1,-2,0,3,0,1,0,2,0,6,-3,0,0,4,3,0,2,1,3,2,7,9,-4,5,2,1,4,-21,12,0,2,2,3,15,8,9,0,-9,-16,15,-10,-14,-5,17,14,3,-9,0
-3,-14,7,6,0,-58,-5,-8,9,10,-23,-22,0,8,10,5,-9,0,11,9,-5,-33,-5,8,3,13,10,0,-10,12,12,-7,-7,-6,-12,3,-3,-16,3,10,7,-6,-4,4,10,9,-4,15,0
0,-7,0,0,-6,8,-5,2,1,-7,-1,3,3,2,-1,5,0,-4,-1,-3,-13,-23,14,-1,5,0,-1,-1,-8,-4,4,2,0,4,1,3,0,0,0,2,4,6,0,-1,-2,-10,4,6,1
6,-7,-14,4,-6,7,2,2,1,0,4,-7,-12,-1,5,7,-9,-12,8,0,2,3,1,4,1,-6,0,0,-1,0,5,6,1,-4,4,2,2,1,2,0,2,6,7,0,-6,5,0,-4,1
2,1,0,2,-1,-2,-8,-7,-12,6,-7,-10,5,-11,-7,7,9,10,0,3,3,7,-11,1,0,-4,1,1,-5,-7,-3,-4,3,5,1,-5,3,-2,-4,-1,-12,-6,0,1,-7,1,-2,-1,1
7,-11,-7,7,-6,-9,1,-1,-2,-5,-10,-2,-4,10,17,3,-5,12,8,-4,1,-5,-8,0,-5,11,0,5,0,-2,28,16,7,-6,1,-3,-5,1,5,-1,5,4,0,-1,-6,3,5,5,0
1,0,1,0,2,-3,0,0,0,0,1,-3,1,0,3,0,-2,2,0,3,3,-1,-8,3,2,0,4,4,4,5,-2,0,0,1,0,-3,1,0,0,0,1,2,2,-1,1,-2,0,-2,0
0,-2,3,4,0,-1,1,1,2,0,0,-2,3,-23,7,8,1,-1,-3,5,-2,-1,-3,-6,-6,5,5,3,1,1,1,1,2,-3,0,1,0,-1,-3,0,-1,0,0,0,1,1,0,2,1
-12,-1,3,-4,-3,-9,-11,-15,9,5,-1,5,-8,-27,11,5,3,2,-14,11,0,7,6,12,-3,7,0,-4,5,8,0,-4,3,-5,-5,-7,-11,-7,6,2,-9,-3,-14,0,-15,7,-2,-14,0
2,-5,0,-2,0,2,2,1,-2,0,0,0,0,2,-2,3,-2,1,0,-1,0,0,1,0,0,0,0,0,0,1,3,-6,-3,1,3,0,0,0,0,-2,-1,0,0,1,0,0,0,-4,0
5,3,0,0,0,0,2,0,-3,0,0,-1,-3,-4,-8,6,5,-1,2,0,1,2,2,1,0,-3,56,-19,23,-11,-21,8,-2,7,1,1,-5,0,9,8,4,9,-162,24,7,-19,-6,21,1
-17,2,5,10,5,5,-4,1,10,6,0,3,8,-3,-2,-4,1,1,0,1,3,0,-5,-1,-8,4,-6,-4,5,-6,-2,3,5,0,-5,-1,5,-1,2,3,3,-4,7,4,2,5,1,1,1
-5,-24,18,-3,-1,-16,-15,1,13,3,6,10,1,-7,-8,3,-1,-14,5,7,-4,-10,5,8,9,5,2,-7,-3,-2,1,-8,-4,3,-13,4,-2,-13,-10,0,-3,3,2,-3,0,15,1,-5,1
-1,2,1,0,1,2,-3,3,0,0,3,4,3,0,4,11,25,2,4,4,-5,6,9,-1,0,0,-1,-1,0,1,4,10,4,7,-11,0,-7,10,-1,1,3,2,-3,-5,4,3,6,12,1
-1,9,-11,1,3,2,-3,-6,-10,-12,2,0,-3,-3,9,21,-4,-13,-7,8,1,0,-8,2,7,-1,17,13,-6,7,0,-7,-3,-3,11,12,1,-6,1,0,-8,2,10,6,-8,1,4,8,0
0,3,0,0,2,0,-2,2,0,0,0,0,0,0,0,-2,2,-6,0,0,-1,0,0,-3,-5,-3,-3,0,1,1,8,-6,8,1,0,-1,4,-1,0,0,0,0,1,0,-2,0,0,-3,1
0,1,-5,3,0,3,5,3,5,8,-4,0,1,-1,-58,18,8,4,6,2,-3,2,-17,5,1,3,5,8,7,1,-1,0,-6,2,8,-7,-4,-1,-1,-2,-6,0,0,3,-1,1,1,0,0
-20,-50,7,-9,28,8,9,-5,-9,9,-12,-7,-22,0,16,8,-1,27,-6,0,15,16,-10,6,8,11,-4,-21,8,-9,-16,-19,-15,-6,20,13,-10,4,-7,4,-2,0,-10,-16,-29,20,9,9,0
3,0,0,-6,-7,0,4,-2,1,1,6,3,-2,7,3,4,1,-2,-2,0,0,0,1,-2,-1,1,-6,-13,5,-2,0,2,-1,0,-5,-4,0,-4,-3,5,0,-4,-5,0,0,3,2,0,1
-5,-6,2,0,0,-2,-12,-2,0,3,-8,-3,17,2,-2,0,0,6,5,-6,10,8,-1,-2,-1,0,0,0,0,6,0,4,0,0,1,0,-7,1,-1,0,0,-2,2,-14,0,1,-1,1,1
-3,-1,0,-7,-12,-9,-4,-15,-1,14,-6,-5,-6,7,-17,-11,8,-9,11,-6,16,-8,-4,-1,-10,-7,15,-12,-12,7,-1,12,8,1,12,0,0,-4,6,0,-18,-10,-2,9,3,-2,-9,-18,0
0,0,0,-2,-2,0,0,0,0,1,0,0,1,0,-5,0,2,0,1,-1,0,0,-1,-2,-6,6,0,2,-4,-5,-14,9,-10,3,4,-1,3,4,0,1,0,0,-3,4,0,0,0,0,1
0,0,1,1,0,0,2,2,0,2,3,3,0,0,0,1,0,0,0,1,-4,-2,0,1,2,0,2,8,4,-2,6,1,-4,0,0,0,-1,0,-1,1,4,5,0,-3,1,-1,-2,1,1
-7,2,-8,2,2,6,2,-1,13,4,5,-3,4,0,-1,-2,10,0,-1,2,0,8,0,5,-2,-1,-8,8,-2,0,-6,-4,-1,7,2,-3,1,-1,0,5,1,0,-6,-3,3,0,2,5,0
-1,0,-3,1,1,0,0,-4,2,2,0,0,0,2,2,0,-2,1,0,0,0,-2,0,-3,-8,3,0,-1,2,0,0,0,1,0,1,0,0,-1,-2,0,0,1,1,0,2,0,0,0,1
-10,0,-1,-1,-11,-4,-4,0,1,4,2,4,0,-6,-1,0,-1,13,0,9,3,0,6,8,-1,0,0,-8,1,2,2,-7,2,1,-4,-7,-2,-5,4,5,0,1,0,3,0,-2,-1,0,0
2,-20,-4,-6,-7,6,4,-2,6,-18,-4,-12,12,2,14,0,-3,-7,-2,-8,0,-15,-17,18,8,-7,0,6,-5,1,-14,-4,-18,-23,-23,-40,54,17,-2,-4,20,12,-13,3,8,11,-22,13,1
6,3,1,2,1,3,0,-6,9,-3,0,-2,4,6,1,2,-1,3,-9,2,0,7,3,11,2,2,5,-9,-6,3,14,3,-3,7,2,1,-2,4,8,4,0,-12,5,3,0,-23,-4,7,0
6,5,11,8,3,-7,-7,3,7,8,-1,6,8,3,24,6,0,-2,-12,12,-9,-9,2,-9,-6,-6,13,-4,11,13,8,-5,0,-2,15,17,0,7,-5,-7,16,9,3,-6,2,8,14,-2,1
1,-7,5,0,3,-2,0,-4,-1,-1,0,2,0,2,-1,1,0,-1,4,-1,-1,0,0,-3,1,0,2,0,-2,-1,7,12,4,-1,0,-2,0,0,0,2,0,-3,3,-1,5,-1,1,2,0
-8,2,-6,0,2,0,1,2,3,-2,0,-3,-1,1,-4,5,-1,0,2,2,0,5,0,-5,-5,-2,5,0,-8,-7,-1,3,-1,0,0,3,5,0,-5,0,0,1,1,-1,0,0,0,2,1
3,3,0,0,-1,1,-11,-8,-15,8,-5,-3,6,0,-4,-5,12,0,0,7,6,-4,6,0,-5,0,1,4,1,6,10,-1,7,6,-8,0,1,0,5,-5,3,-3,5,1,0,-5,0,2,0
